ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
SRB,Serbia,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,"270,098.12","277,732.24","244,882.07","264,727.50","278,422.92","298,370.18","312,354.08","341,406.90","377,205.95","398,034.84","425,387.69","451,363.21","440,797.11","445,808.11","458,338.06","457,428.09","472,954.74","467,705.99","478,456.23","497,034.39","509,926.72","533,998.68","554,898.31","579,356.17","604,950.22","631,674.93","659,580.25","681,872.22",2018
SRB,Serbia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,"7,888.96","8,111.94","7,152.46","7,732.10","8,132.11","8,714.73","9,123.17","9,971.73","11,017.34","11,625.71","12,424.63","13,183.31","12,874.70","13,021.06","13,387.03","13,360.45","13,813.95","13,660.65","13,974.64","14,517.27","14,893.82","15,596.91","16,207.34","16,921.70","17,669.25","18,449.82","19,264.87","19,915.97",2018
SYC,Seychelles,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","48,097.66","48,771.40","52,030.46","54,679.11","51,943.50","51,433.69","55,751.99","61,820.48","62,119.05","62,051.07","64,115.33","62,604.38","62,198.62","58,495.89","57,039.34","61,893.25","66,315.88","72,851.59","69,715.59","68,673.62","70,753.06","76,544.49","78,586.28","81,791.05","84,177.38","86,619.10","89,890.35","93,132.82","95,880.06","98,262.74","100,682.80","103,956.08","107,184.54","110,312.46","113,249.68",2015
SYC,Seychelles,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","13,543.40","13,733.11","14,650.80","15,396.61","14,626.31","14,482.76","15,698.71","17,407.49","17,491.56","17,472.42","18,053.67","17,628.22","17,513.96","16,471.35","16,061.21","17,427.98","18,673.31","20,513.64","19,630.60","19,337.20","19,922.73","21,553.49","22,128.42","23,030.83","23,702.77","24,390.31","25,311.44","26,224.46","26,998.03","27,668.94","28,350.39","29,272.08","30,181.16","31,061.92","31,888.99",2015
SLE,Sierra Leone,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,536,136.52","1,405,239.80","1,271,418.99","1,279,227.12","1,331,338.79","1,200,341.09","901,230.26","738,676.24","724,426.83","653,086.66","659,418.52","751,002.28","908,583.06","948,073.67","966,967.41","972,211.04","980,829.96","1,030,892.45","1,060,446.17","1,069,400.10","1,100,974.97","1,143,696.38","1,287,564.46","1,519,715.71","1,539,675.44","1,197,736.98","1,246,423.19","1,265,582.08","1,281,164.02","1,316,243.93","1,347,801.66","1,381,856.21","1,414,852.63","1,449,364.26","1,484,631.35",2017
SLE,Sierra Leone,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,722.27","1,575.51","1,425.48","1,434.23","1,492.66","1,345.79","1,010.43",828.182,812.206,732.221,739.32,842.001,"1,018.68","1,062.95","1,084.14","1,090.01","1,099.68","1,155.81","1,188.94","1,198.98","1,234.38","1,282.28","1,443.58","1,703.86","1,726.24","1,342.87","1,397.45","1,418.93","1,436.40","1,475.73","1,511.12","1,549.30","1,586.29","1,624.98","1,664.52",2017
SGP,Singapore,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","32,047.05","33,231.34","34,388.98","37,373.41","40,238.83","41,845.72","43,180.98","45,229.24","42,758.75","44,846.43","48,060.51","46,281.33","47,656.17","50,557.79","54,831.56","57,499.11","60,745.97","63,524.23","61,357.41","59,606.57","67,065.92","69,795.29","71,133.96","73,361.48","75,239.68","76,502.97","77,753.86","80,559.18","82,698.95","82,688.57","83,050.28","83,892.79","85,286.02","86,808.81","88,488.58",2018
SGP,Singapore,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","34,911.76","36,201.91","37,463.03","40,714.24","43,835.81","45,586.34","47,040.96","49,272.31","46,580.98","48,855.28","52,356.67","50,418.45","51,916.19","55,077.18","59,732.99","62,638.99","66,176.09","69,202.70","66,842.19","64,934.84","73,060.99","76,034.33","77,492.67","79,919.31","81,965.41","83,341.62","84,704.33","87,760.42","90,091.47","90,080.16","90,474.20","91,392.02","92,909.80","94,568.71","96,398.63",2018
SVK,Slovak Republic,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,"5,839.27","6,166.88","6,615.34","7,059.86","7,413.89","7,698.83","7,674.89","7,760.17","8,047.16","8,410.86","8,873.35","9,345.19","9,974.57","10,817.21","11,984.88","12,652.81","11,952.62","12,536.60","12,885.14","13,069.87","13,248.73","13,600.26","14,153.93","14,583.11","15,022.92","15,617.84","16,001.01","16,409.56","16,836.57","17,274.69","17,724.21","18,141.36",2018
SVK,Slovak Republic,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,"11,673.40","12,328.35","13,224.87","14,113.50","14,821.26","15,390.89","15,343.03","15,513.52","16,087.23","16,814.32","17,738.89","18,682.17","19,940.36","21,624.91","23,959.21","25,294.49","23,894.73","25,062.17","25,758.94","26,128.25","26,485.81","27,188.56","28,295.42","29,153.39","30,032.62","31,221.95","31,987.96","32,804.69","33,658.34","34,534.19","35,432.84","36,266.77",2018
SVN,Slovenia,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,"10,059.46","10,393.08","10,943.92","11,391.10","11,796.72","12,412.85","12,833.24","13,562.62","13,994.08","14,427.21","14,903.52","15,336.94","15,994.33","16,592.14","17,495.08","18,650.93","19,306.57","17,655.17","17,764.69","17,889.62","17,372.50","17,165.89","17,621.69","17,995.53","18,545.50","19,425.77","20,209.10","20,785.15","21,377.65","21,943.90","22,431.49","22,913.83","23,381.08",2017
SVN,Slovenia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,"16,251.22","16,790.20","17,680.08","18,402.51","19,057.79","20,053.17","20,732.32","21,910.64","22,607.67","23,307.39","24,076.88","24,777.08","25,839.10","26,804.88","28,263.59","30,130.89","31,190.09","28,522.22","28,699.16","28,900.98","28,065.56","27,731.79","28,468.13","29,072.07","29,960.57","31,382.65","32,648.13","33,578.75","34,535.95","35,450.73","36,238.45","37,017.67","37,772.53",2017
SLB,Solomon Islands,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","6,584.41","6,785.49","7,433.58","7,514.45","7,896.12","8,451.09","8,349.99","8,046.66","7,928.67","7,677.23","6,405.38","5,739.92","5,433.58","5,639.49","5,942.64","6,542.43","6,641.78","6,902.40","7,225.63","6,730.57","7,032.05","7,789.08","7,972.01","8,031.36","8,027.44","8,054.32","8,134.78","8,253.67","8,387.30","8,428.14","8,482.97","8,525.45","8,567.59","8,616.95","8,673.13",2015
SLB,Solomon Islands,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,570.42","1,618.38","1,772.96","1,792.25","1,883.27","2,015.64","1,991.53","1,919.18","1,891.04","1,831.07","1,527.72","1,369.01","1,295.94","1,345.05","1,417.36","1,560.41","1,584.11","1,646.27","1,723.36","1,605.28","1,677.19","1,857.75","1,901.37","1,915.53","1,914.60","1,921.01","1,940.20","1,968.55","2,000.43","2,010.16","2,023.24","2,033.37","2,043.42","2,055.20","2,068.60",2015
SOM,Somalia,"Gross domestic product per capita, constant prices",National currency,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,Somalia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAF,South Africa,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","44,361.62","42,861.37","40,903.57","40,394.35","40,734.32","41,121.41","42,099.79","42,499.23","42,072.14","42,431.38","43,534.74","43,919.63","44,910.73","45,789.69","47,365.19","49,291.66","51,424.16","53,471.04","54,395.02","52,763.66","53,537.14","54,446.80","54,809.71","55,313.86","55,485.95","55,304.15","54,690.78","54,642.60","54,273.27","53,807.98","53,571.65","53,526.16","53,651.48","53,787.66","53,920.31",2018
ZAF,South Africa,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","9,899.46","9,564.68","9,127.79","9,014.15","9,090.02","9,176.40","9,394.73","9,483.87","9,388.56","9,468.72","9,714.94","9,800.83","10,022.00","10,218.14","10,569.72","10,999.62","11,475.50","11,932.27","12,138.46","11,774.41","11,947.02","12,150.01","12,231.00","12,343.50","12,381.90","12,341.33","12,204.46","12,193.70","12,111.29","12,007.45","11,954.72","11,944.57","11,972.53","12,002.92","12,032.52",2018
SSD,South Sudan,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,110.62","1,429.22","1,788.99","1,784.76","1,729.02","1,398.60","1,284.55","1,231.93","1,289.68","1,353.63","1,378.78","1,416.39","1,446.34","1,440.84",2008
SSD,South Sudan,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,373.95","1,550.21","1,940.44","1,935.85","1,875.39","1,517.00","1,393.29","1,336.22","1,398.85","1,468.22","1,495.50","1,536.29","1,568.78","1,562.82",2008
ESP,Spain,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","16,687.88","17,064.05","17,152.51","16,874.64","17,222.20","17,890.21","18,281.08","18,937.71","19,714.91","20,544.33","21,401.80","22,141.83","22,417.96","22,709.35","23,065.52","23,484.05","24,079.52","24,503.62","24,374.61","23,308.84","23,214.72","22,897.70","22,212.66","21,914.75","22,282.95","23,118.56","23,856.80","24,563.82","25,174.91","25,608.42","25,964.38","26,288.23","26,613.00","26,941.10","27,265.63",2018
ESP,Spain,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","23,662.49","24,195.88","24,321.31","23,927.30","24,420.13","25,367.33","25,921.56","26,852.63","27,954.66","29,130.73","30,346.58","31,395.90","31,787.44","32,200.61","32,705.63","33,299.09","34,143.43","34,744.79","34,561.86","33,050.66","32,917.19","32,467.68","31,496.32","31,073.90","31,595.99","32,780.85","33,827.63","34,830.14","35,696.63","36,311.32","36,816.05","37,275.26","37,735.77","38,200.99","38,661.16",2018
LKA,Sri Lanka,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","125,445.52","137,355.64","131,542.09","139,894.89","149,718.78","157,483.98","175,435.57","192,396.62","188,270.32","192,670.16","207,633.47","202,177.52","208,102.70","218,674.77","228,710.30","241,094.04","257,660.47","273,219.60","287,516.51","295,774.66","317,534.21","342,245.35","371,530.82","381,161.14","396,486.93","412,469.38","426,158.09","435,778.73","444,708.82","451,670.36","462,367.43","476,622.17","492,490.62","509,562.68","528,222.53",2017
LKA,Sri Lanka,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","3,369.71","3,689.63","3,533.47","3,757.84","4,021.73","4,230.32","4,712.53","5,168.14","5,057.30","5,175.49","5,577.43","5,430.87","5,590.03","5,874.02","6,143.59","6,476.24","6,921.25","7,339.20","7,723.24","7,945.07","8,529.57","9,193.36","9,980.02","10,238.71","10,650.39","11,079.71","11,447.42","11,705.84","11,945.72","12,132.72","12,420.07","12,802.98","13,229.23","13,687.82","14,189.06",2017
KNA,St. Kitts and Nevis,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","22,243.66","22,649.36","23,149.95","24,121.42","25,108.83","25,664.28","26,875.69","28,533.65","28,519.36","29,308.64","32,462.86","33,553.16","33,451.04","31,585.00","32,338.50","34,691.53","35,357.04","35,072.01","36,898.59","35,269.43","35,418.99","36,162.17","34,190.07","35,973.03","38,159.25","38,375.70","38,688.53","38,643.84","40,009.20","40,990.76","41,996.40","42,818.85","43,530.25","44,235.84","44,958.20",2015
KNA,St. Kitts and Nevis,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","14,486.20","14,750.42","15,076.42","15,709.09","16,352.15","16,713.88","17,502.81","18,582.57","18,573.26","19,087.28","21,141.47","21,851.53","21,785.02","20,569.76","21,060.47","22,592.89","23,026.30","22,840.68","24,030.24","22,969.24","23,066.65","23,550.65","22,266.31","23,427.47","24,851.25","24,992.21","25,195.94","25,166.83","26,056.02","26,695.27","27,350.19","27,885.81","28,349.11","28,808.63","29,279.07",2015
LCA,St. Lucia,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","15,835.88","15,677.44","16,657.50","16,640.81","16,573.45","16,537.45","16,746.20","16,340.72","17,106.65","17,363.36","17,116.59","16,333.90","16,274.75","16,811.67","17,832.17","17,554.01","18,440.48","18,595.91","19,276.58","19,640.03","19,595.06","20,212.20","19,928.20","19,347.66","19,393.26","19,255.48","19,685.94","20,019.23","20,033.28","20,208.64","20,728.21","21,214.87","21,588.02","21,774.66","21,962.91",2015
LCA,St. Lucia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","9,914.01","9,814.82","10,428.38","10,417.93","10,375.76","10,353.22","10,483.91","10,230.06","10,709.57","10,870.28","10,715.79","10,225.79","10,188.76","10,524.90","11,163.78","10,989.64","11,544.61","11,641.92","12,068.05","12,295.58","12,267.43","12,653.79","12,476.00","12,112.55","12,141.09","12,054.84","12,324.33","12,532.98","12,541.78","12,651.56","12,976.84","13,281.51","13,515.12","13,631.96","13,749.82",2015
VCT,St. Vincent and the Grenadines,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","7,414.32","7,520.84","8,056.44","8,347.49","8,252.15","8,815.17","8,910.70","9,246.17","9,660.73","9,866.53","10,047.04","10,216.34","10,793.65","11,534.68","12,012.80","12,321.50","13,007.96","13,347.76","13,261.66","12,983.45","12,668.18","12,686.80","12,838.99","13,145.64","13,164.90","13,259.99","13,357.49","13,440.11","13,697.16","14,002.00","14,312.04","14,632.54","14,955.77","15,291.08","15,630.67",2016
VCT,St. Vincent and the Grenadines,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","5,757.46","5,840.17","6,256.09","6,482.10","6,408.06","6,845.27","6,919.45","7,179.95","7,501.87","7,661.68","7,801.85","7,933.32","8,381.61","8,957.05","9,328.33","9,568.04","10,101.10","10,364.97","10,298.11","10,082.07","9,837.25","9,851.71","9,969.89","10,208.01","10,222.97","10,296.81","10,372.52","10,436.68","10,636.29","10,873.00","11,113.76","11,362.64","11,613.64","11,874.02","12,137.72",2016
SDN,Sudan,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",318.499,330.85,339.087,338.381,340.351,383.763,395.537,410.877,435.785,445.276,471.749,509.9,526.979,545.116,558.59,576.326,598.409,616.694,624.187,591.533,598.787,714.996,552.884,546.463,554.72,548.48,548.008,540.949,513.761,485.959,466.472,449.808,439.124,432.202,427.167,2011
SDN,Sudan,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,329.78","2,420.13","2,480.38","2,475.21","2,489.62","2,807.18","2,893.31","3,005.51","3,187.72","3,257.14","3,450.79","3,729.85","3,854.78","3,987.46","4,086.02","4,215.75","4,377.29","4,511.04","4,565.85","4,326.99","4,380.05","5,230.11","4,044.28","3,997.31","4,057.71","4,012.06","4,008.61","3,956.98","3,758.10","3,554.73","3,412.18","3,290.29","3,212.14","3,161.50","3,124.68",2011
SUR,Suriname,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","12,504.59","10,620.13","10,904.44","10,507.79","9,656.81","10,590.47","11,637.05","12,269.52","12,390.47","12,099.77","11,943.59","12,346.70","12,656.26","13,306.41","14,023.82","14,544.96","15,209.45","15,805.89","16,236.26","16,499.87","17,122.22","17,829.98","18,252.42","18,494.28","18,257.52","17,369.46","16,162.38","16,220.20","16,332.29","16,493.67","16,705.55","16,903.64","17,037.26","17,239.28","17,477.77",2016
SUR,Suriname,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","10,280.26","8,731.01","8,964.75","8,638.66","7,939.05","8,706.62","9,567.04","10,087.01","10,186.44","9,947.45","9,819.05","10,150.46","10,404.95","10,939.46","11,529.25","11,957.69","12,503.98","12,994.33","13,348.14","13,564.86","14,076.51","14,658.37","15,005.67","15,204.51","15,009.86","14,279.77","13,287.40","13,334.94","13,427.08","13,559.76","13,733.95","13,896.80","14,006.66","14,172.75","14,368.81",2016
SWE,Sweden,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","302,284.82","297,329.43","292,808.12","287,323.81","296,321.36","307,433.35","312,150.75","321,710.97","335,165.47","349,334.97","365,482.16","369,750.89","376,532.81","383,488.36","398,492.71","408,384.87","424,110.28","435,332.87","430,833.46","408,856.44","430,707.54","440,704.83","434,576.86","435,251.86","442,507.12","457,207.21","461,487.48","466,776.19","472,491.16","472,663.51","475,010.28","480,204.69","485,436.62","490,970.41","496,908.12",2018
SWE,Sweden,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","30,500.64","30,000.64","29,544.44","28,991.07","29,898.93","31,020.13","31,496.12","32,460.75","33,818.31","35,248.02","36,877.28","37,307.99","37,992.29","38,694.11","40,208.05","41,206.18","42,792.88","43,925.24","43,471.25","41,253.76","43,458.54","44,467.27","43,848.96","43,917.06","44,649.12","46,132.37","46,564.25","47,097.88","47,674.52","47,691.91","47,928.70","48,452.82","48,980.72","49,539.09","50,138.20",2018
CHE,Switzerland,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","67,486.17","66,113.57","65,173.27","64,479.88","64,761.63","64,643.51","64,593.01","65,918.84","67,707.68","68,556.57","70,951.23","71,523.95","71,082.29","70,572.03","71,930.01","73,693.23","76,245.19","78,848.09","79,620.87","76,745.13","78,097.97","78,682.33","78,625.05","79,265.27","80,226.09","80,273.46","80,776.50","81,373.25","82,984.81","83,019.20","83,077.87","83,422.66","83,742.59","84,073.59","84,405.89",2017
CHE,Switzerland,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","46,978.30","46,022.81","45,368.25","44,885.57","45,081.70","44,999.48","44,964.32","45,887.25","47,132.50","47,723.42","49,390.39","49,789.07","49,481.62","49,126.42","50,071.74","51,299.14","53,075.61","54,887.53","55,425.48","53,423.63","54,365.36","54,772.14","54,732.27","55,177.94","55,846.78","55,879.76","56,229.93","56,645.34","57,767.17","57,791.11","57,831.96","58,071.97","58,294.68","58,525.09","58,756.41",2017
SYR,Syria,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","46,639.95","50,139.84","55,172.48","57,633.73","59,218.41","60,849.92","61,135.89","59,048.10","60,866.74","57,541.61","57,364.06","57,897.58","59,632.62","56,746.59","58,829.10","60,492.99","62,006.06","63,937.38","65,181.29","67,362.72","68,700.77",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2010
SYR,Syria,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","4,417.17","4,748.64","5,225.27","5,458.37","5,608.45","5,762.96","5,790.05","5,592.32","5,764.56","5,449.64","5,432.83","5,483.35","5,647.68","5,374.35","5,571.58","5,729.16","5,872.46","6,055.37","6,173.18","6,379.78","6,506.50",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2010
TWN,Taiwan Province of China,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","234,943.94","252,056.95","270,378.42","286,118.50","304,910.78","322,003.57","339,219.84","356,357.86","368,218.00","390,037.80","411,646.59","404,121.87","424,467.35","440,319.98","467,219.18","490,765.48","515,958.35","547,624.05","549,596.82","539,050.69","595,266.76","616,243.45","626,508.86","638,726.81","662,702.47","666,387.95","675,090.83","694,949.48","712,719.25","726,675.29","740,164.79","755,098.15","770,499.37","785,936.83","801,146.98",2018
TWN,Taiwan Province of China,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","15,546.49","16,678.88","17,891.23","18,932.77","20,176.27","21,307.32","22,446.54","23,580.58","24,365.38","25,809.22","27,239.09","26,741.17","28,087.46","29,136.44","30,916.39","32,474.47","34,141.51","36,236.87","36,367.41","35,669.56","39,389.44","40,777.49","41,456.76","42,265.23","43,851.73","44,095.60","44,671.48","45,985.55","47,161.39","48,084.88","48,977.49","49,965.65","50,984.76","52,006.28","53,012.75",2018
TJK,Tajikistan,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,19.153,16.914,13.215,11.439,10.811,10.83,11.181,11.26,11.996,12.988,13.905,15.022,16.278,17.01,17.82,18.802,19.851,20.175,21.012,22.063,23.187,24.346,25.403,26.342,27.559,28.899,30.375,31.26,32.035,32.847,33.7,34.428,35.191,2014
TJK,Tajikistan,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,"1,919.83","1,695.40","1,324.65","1,146.66","1,083.64","1,085.56","1,120.75","1,128.69","1,202.45","1,301.87","1,393.78","1,505.78","1,631.66","1,705.08","1,786.29","1,884.74","1,989.86","2,022.34","2,106.21","2,211.62","2,324.23","2,440.44","2,546.37","2,640.45","2,762.44","2,896.76","3,044.79","3,133.45","3,211.13","3,292.59","3,378.02","3,451.00","3,527.47",2014
TZA,Tanzania,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,100,584.85","1,086,622.29","1,056,296.38","1,033,540.04","1,016,724.92","1,022,607.53","1,041,148.60","1,051,993.79","1,066,953.66","1,092,653.82","1,118,602.02","1,155,119.61","1,204,623.85","1,252,037.32","1,312,416.77","1,369,906.44","1,393,933.84","1,469,823.11","1,508,966.65","1,545,149.00","1,596,239.60","1,672,371.87","1,706,796.82","1,768,785.42","1,832,040.23","1,887,404.77","1,957,450.57","2,028,423.49","2,105,726.48","2,150,606.00","2,207,482.75","2,271,988.68","2,345,083.79","2,425,948.49","2,508,078.57",2012
TZA,Tanzania,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,520.11","1,500.82","1,458.94","1,427.51","1,404.28","1,412.41","1,438.02","1,453.00","1,473.66","1,509.16","1,544.99","1,595.43","1,663.81","1,729.29","1,812.69","1,892.09","1,925.28","2,030.10","2,084.16","2,134.13","2,204.70","2,309.85","2,357.40","2,443.02","2,530.38","2,606.85","2,703.60","2,801.62","2,908.39","2,970.38","3,048.94","3,138.03","3,238.99","3,350.68","3,464.12",2012
THA,Thailand,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","59,916.06","64,200.67","70,004.59","75,246.87","80,386.44","85,985.17","89,854.61","86,437.69","78,987.13","81,699.82","84,421.43","86,826.90","91,638.79","97,668.54","103,208.12","106,925.68","111,592.91","116,986.23","118,311.16","116,830.78","124,884.65","125,382.25","133,897.19","136,939.59","137,792.30","141,603.33","145,878.94","151,323.03","157,246.13","161,473.95","166,077.98","171,659.88","177,746.12","184,091.02","190,701.79",2018
THA,Thailand,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","6,596.96","7,068.72","7,707.75","8,284.94","8,850.82","9,467.26","9,893.30","9,517.09","8,696.76","8,995.43","9,295.09","9,559.94","10,089.75","10,753.64","11,363.57","11,772.89","12,286.76","12,880.59","13,026.47","12,863.47","13,750.23","13,805.02","14,742.54","15,077.52","15,171.41","15,591.02","16,061.77","16,661.19","17,313.34","17,778.84","18,285.76","18,900.35","19,570.46","20,269.06","20,996.93",2018
TLS,Timor-Leste,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,086.39","1,171.12","1,075.38","1,046.40","1,688.35","2,252.64","3,128.91","3,223.82","3,462.62","3,217.51","3,145.07","3,438.75","3,531.19","3,064.10","2,214.90","2,610.36","2,569.20","2,281.10","2,052.29","2,130.50","2,115.68","1,839.84","1,489.42","1,438.13","1,474.10",2015
TLS,Timor-Leste,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,339.02","2,521.43","2,315.32","2,252.92","3,635.04","4,849.96","6,736.59","6,940.94","7,455.08","6,927.34","6,771.39","7,403.67","7,602.72","6,597.05","4,768.72","5,620.15","5,531.54","4,911.24","4,418.61","4,587.00","4,555.10","3,961.19","3,206.74","3,096.32","3,173.76",2015
